	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU2544	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU2545	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU2546	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Ferrimonadaceae	Paraferrimonas
OTU2547	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU2548	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Rhizobiaceae	Ensifer
OTU2549	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Halanaerobiales	Halanaerobiales_suborder	Halobacteroidaceae	Halanaerobaculum
OTU2550	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rhodovulum
OTU2551	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Saccharibacter
OTU2552	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnobacterium
OTU2553	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Bradyrhizobiaceae	Blastobacter
OTU2554	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Sporolactobacillaceae	Sporolactobacillus
OTU2555	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU2556	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Oxalobacteraceae	Janthinobacterium
OTU2557	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XII	Guggenheimella
OTU2558	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Arenicella
OTU2559	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Akkermansia
OTU2560	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadia_subclass	Armatimonadales	Armatimonadales_suborder	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
OTU2561	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Fastidiosipila
OTU2562	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU2563	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Marmoricola
OTU2564	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2565	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU2566	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 1	Bacillus
OTU2567	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU2568	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Pasteuriaceae	Pasteuria
OTU2569	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU2570	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Flavobacterium
OTU2571	Bacteria	Verrucomicrobia	Subdivision3	Subdivision3_subclass	Subdivision3_subclass_order	Subdivision3_subclass_order_suborder	Subdivision3_subclass_order_suborder_family	Subdivision3_genera_incertae_sedis
OTU2572	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2573	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Rubrobacterales	Rubrobacterineae	Rubrobacteraceae	Rubrobacter
OTU2574	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Flavobacterium
OTU2575	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2576	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Gallaecimonas
OTU2577	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Rubritepida
OTU2578	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2579	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2580	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU2581	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Oxalobacteraceae	Naxibacter
OTU2582	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Marvinbryantia
OTU2583	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2584	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2585	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Adhaeribacter
OTU2586	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Roseibacterium
OTU2587	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Nannocystineae	Kofleriaceae	Kofleria
OTU2588	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2589	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU2590	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU2591	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2592	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Bacteroidetes_incertae_sedis_subclass	Bacteroidetes_incertae_sedis_subclass_order	Bacteroidetes_incertae_sedis_subclass_order_suborder	Bacteroidetes_incertae_sedis_subclass_order_suborder_family	Ohtaekwangia
OTU2593	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Idiomarinaceae	Idiomarina
OTU2594	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Rhodopirellula
OTU2595	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Coprococcus
OTU2596	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Azotobacter
OTU2597	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Allomonas
OTU2598	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Sinobacteraceae	Hydrocarboniphaga
OTU2599	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Ferruginibacter
OTU2600	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Anaeroglobus
OTU2601	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria_subclass	Spartobacteria_subclass_order	Spartobacteria_subclass_order_suborder	Spartobacteria_subclass_order_suborder_family	Xiphinematobacter
OTU2602	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2603	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2604	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Anaerobacter
OTU2605	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Anaeromyxobacter
OTU2606	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Methyloversatilis
OTU2607	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Halanaerobiales	Halanaerobiales_suborder	Halobacteroidaceae	Natroniella
OTU2608	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU2609	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Staphylococcaceae	Staphylococcus
OTU2610	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Coprococcus
OTU2611	Bacteria	WS3	WS3_class	WS3_class_subclass	WS3_class_subclass_order	WS3_class_subclass_order_suborder	WS3_class_subclass_order_suborder_family	WS3_genera_incertae_sedis
OTU2612	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Polyangiaceae	Byssovorax
OTU2613	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU2614	Bacteria	Deinococcus-Thermus	Deinococci	Deinococci_subclass	Deinococcales	Deinococcales_suborder	Deinococcaceae	Deinococcus
OTU2615	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Comamonadaceae	Acidovorax
OTU2616	Bacteria	Verrucomicrobia	Opitutae	Opitutae_subclass	Opitutales	Opitutales_suborder	Opitutaceae	Opitutus
OTU2617	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2618	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU2619	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Parasporobacterium
OTU2620	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2621	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU2622	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU2623	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oceanospirillum
OTU2624	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Chlorophyta
OTU2625	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Enhydrobacter
OTU2626	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Silicibacter
OTU2627	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Flavobacterium
OTU2628	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Flavobacterium
OTU2629	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Enterobacteriales	Enterobacteriales_suborder	Enterobacteriaceae	Pantoea
OTU2630	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Marinilabiaceae	Anaerophaga
OTU2631	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU2632	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Verrucomicrobium
OTU2633	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Halanaerobiales	Halanaerobiales_suborder	Halobacteroidaceae	Natroniella
OTU2634	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Comamonadaceae	Ramlibacter
OTU2635	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oleibacter
OTU2636	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Thermobispora
OTU2637	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Pseudomonas
OTU2638	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Gracilibacteraceae	Gracilibacter
OTU2639	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2640	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rickettsiales	Rickettsiales_suborder	Rickettsiaceae	Rickettsia
OTU2641	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Singulisphaera
OTU2642	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Serpens
OTU2643	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Methylobacteriaceae	Methylobacterium
OTU2644	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Bradyrhizobiaceae	Bosea
OTU2645	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Myxococcaceae	Pyxidicoccus
OTU2646	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Melittangium
OTU2647	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2648	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Geodermatophilaceae	Blastococcus
OTU2649	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Rubritepida
OTU2650	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Methylobacteriaceae	Microvirga
OTU2651	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2652	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Filomicrobium
OTU2653	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rhodobacter
OTU2654	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Aeromonadales	Aeromonadales_suborder	Succinivibrionaceae	Succinivibrio
OTU2655	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Anaeroglobus
OTU2656	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Blautia
OTU2657	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Parvimonas
OTU2658	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2659	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU2660	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Sediminibacterium
OTU2661	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU2662	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Methylocystaceae	Methylopila
OTU2663	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Acetobacter
OTU2664	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU2665	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2666	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU2667	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU2668	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Petrimonas
OTU2669	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Devosia
OTU2670	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Isosphaera
OTU2671	Bacteria	Acidobacteria	Acidobacteria_Gp2	Acidobacteria_Gp2_subclass	Acidobacteria_Gp2_subclass_order	Acidobacteria_Gp2_subclass_order_suborder	Acidobacteria_Gp2_subclass_order_suborder_family	Gp2
OTU2672	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Lentibacillus
OTU2673	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Pseudomonas
OTU2674	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Syntrophobacterales	Syntrophobacterales_suborder	Syntrophaceae	Smithella
OTU2675	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 3	Caloranaerobacter
OTU2676	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU2677	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Catellibacterium
OTU2678	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2679	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Acidicaldus
OTU2680	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Streptophyta
OTU2681	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2682	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Serpens
OTU2683	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Chromatiales	Chromatiales_suborder	Chromatiaceae	Nitrosococcus
