	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU164	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Cloacibacterium
OTU165	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Singulisphaera
OTU166	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Alcaligenaceae	Paenalcaligenes
OTU167	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Alcanivoracaceae	Alcanivorax
OTU168	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU169	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU170	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Isosphaera
OTU171	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Pseudomonas
OTU172	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rubellimicrobium
OTU173	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU174	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU175	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Pseudoxanthomonas
OTU176	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Neisseriales	Neisseriales_suborder	Neisseriaceae	Uruburuella
OTU177	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Rhodobiaceae	Anderseniella
OTU178	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Burkholderiales_incertae_sedis	Tepidimonas
OTU179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU180	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Coxiellaceae	Coxiella
OTU181	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Alteromonadaceae	Haliea
OTU182	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Alcaligenaceae	Paenalcaligenes
OTU183	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Pseudonocardia
OTU184	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Emticicia
OTU185	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Verrucomicrobium
OTU186	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Acinetobacter
OTU187	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Zhangella
OTU188	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU189	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Colwelliaceae	Thalassomonas
OTU190	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU191	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU192	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Hyphomonadaceae	Litorimonas
OTU193	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rhodobacter
OTU194	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Allobaculum
OTU195	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium
OTU196	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU197	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Terrimonas
OTU198	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Dermabacteraceae	Brachybacterium
OTU199	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU200	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Akkermansia
OTU201	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU202	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU203	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Rhizobiales_incertae_sedis	Amorphus
OTU204	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU205	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Oceanobacillus
OTU206	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU207	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Dermacoccaceae	Dermacoccus
OTU208	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Chlorophyta
OTU209	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU210	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU211	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillales_Incertae Sedis XI	Gemella
OTU212	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Bradyrhizobiaceae	Nitrobacter
OTU213	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Arenicella
OTU214	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillales_Incertae Sedis XII	Exiguobacterium
OTU215	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Devosia
OTU216	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Paraprevotella
OTU217	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU218	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU219	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Phyllobacteriaceae	Mesorhizobium
OTU220	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Nocardiaceae	Rhodococcus
OTU221	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Peptoniphilus
OTU222	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Clostridium sensu stricto
OTU223	Bacteria	Nitrospira	Nitrospira	Nitrospira_subclass	Nitrospirales	Nitrospirales_suborder	Nitrospiraceae	Nitrospira
OTU224	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Moraxella
OTU225	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Flectobacillus
OTU226	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU227	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Corynebacteriaceae	Corynebacterium
OTU228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU229	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Peptostreptococcaceae	Clostridium XI
OTU230	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Salinibacterium
OTU231	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU232	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pasteurellales	Pasteurellales_suborder	Pasteurellaceae	Pasteurella
OTU233	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU234	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pasteurellales	Pasteurellales_suborder	Pasteurellaceae	Actinobacillus
OTU235	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Alcaligenaceae	Alcaligenes
OTU236	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Methylobacteriaceae	Methylobacterium
OTU237	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU238	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Kineosporiineae	Kineosporiaceae	Kineosporia
OTU239	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Alphaproteobacteria_incertae_sedis	Alphaproteobacteria_incertae_sedis_suborder	Alphaproteobacteria_incertae_sedis_suborder_family	Geminicoccus
OTU240	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Rhodopirellula
OTU241	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU242	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Solitalea
OTU243	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU244	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Actinomycineae	Actinomycetaceae	Actinomyces
OTU245	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family XIII	GpXIII
OTU246	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ferrimicrobium
OTU247	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU248	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Comamonadaceae	Schlegelella
OTU249	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Stenotrophomonas
OTU250	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Xanthobacteraceae	Pseudolabrys
OTU251	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei_subclass	Fervidicoccales	Fervidicoccales_suborder	Fervidicoccaceae	Fervidicoccus
OTU252	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ferrithrix
OTU253	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ilumatobacter
OTU254	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Allobaculum
OTU255	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Hydrogenophilales	Hydrogenophilales_suborder	Hydrogenophilaceae	Tepidiphilus
OTU256	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Rhodopirellula
OTU257	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Coxiellaceae	Coxiella
OTU258	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Hyalangium
OTU259	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Pasteuriaceae	Pasteuria
OTU260	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Methylococcales	Methylococcales_suborder	Methylococcaceae	Methylococcus
OTU261	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Oscillibacter
OTU262	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Salinisphaerales	Salinisphaerales_suborder	Salinisphaeraceae	Salinisphaera
OTU263	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Paludibacter
OTU264	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cyclobacteriaceae	Cyclobacterium
OTU265	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Leuconostocaceae	Weissella
OTU266	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU267	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Sporichthyaceae	Sporichthya
OTU268	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU269	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Rhodobiaceae	Parvibaculum
OTU270	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Chromatiales	Chromatiales_suborder	Granulosicoccaceae	Granulosicoccus
OTU271	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Nakamurellaceae	Nakamurella
OTU272	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Erythrobacteraceae	Erythrobacter
OTU273	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU274	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaeria_subclass	Lentisphaerales	Lentisphaerales_suborder	Lentisphaeraceae	Lentisphaera
OTU275	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Blastochloris
OTU276	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU277	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Intrasporangiaceae	Janibacter
OTU278	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingosinicella
OTU279	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Clostridium sensu stricto
OTU280	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Singulisphaera
OTU281	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU282	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Rhodoplanes
OTU283	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Enterococcaceae	Enterococcus
OTU284	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Arenicella
OTU285	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Planctomyces
OTU286	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 1	Bacillus
OTU287	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Rhodopirellula
OTU288	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU289	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Dechloromonas
OTU290	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU291	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Akkermansia
OTU292	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU293	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Chlorophyta
OTU294	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Oxalobacteraceae	Massilia
OTU295	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Zavarzinella
OTU296	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Coxiellaceae	Coxiella
OTU297	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU299	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Bacillariophyta
OTU300	Bacteria	Acidobacteria	Acidobacteria_Gp4	Acidobacteria_Gp4_subclass	Acidobacteria_Gp4_subclass_order	Acidobacteria_Gp4_subclass_order_suborder	Acidobacteria_Gp4_subclass_order_suborder_family	Gp4
OTU301	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oceaniserpentilla
OTU302	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Sulfuritalea
OTU303	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Anaerococcus
OTU304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU305	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Burkholderiaceae	Burkholderia
OTU306	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Streptococcaceae	Streptococcus
OTU307	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU308	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Methylobacteriaceae	Methylobacterium
OTU309	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Streptococcaceae	Streptococcus
OTU310	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Xanthobacteraceae	Xanthobacter
OTU311	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Thermoactinomycetaceae 1	Thermoflavimicrobium
OTU312	Bacteria	Verrucomicrobia	Subdivision5	Subdivision5_subclass	Subdivision5_subclass_order	Subdivision5_subclass_order_suborder	Subdivision5_subclass_order_suborder_family	Subdivision5_genera_incertae_sedis
OTU313	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Nocardiaceae	Nocardia
OTU314	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobineae_incertae_sedis	Aciditerrimonas
OTU315	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU316	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfovibrionales	Desulfovibrionales_suborder	Desulfovibrionaceae	Bilophila
